"gene","cell_line"
"AR","KP2"
"AR","KP3"
"AR","KP4"
"AR","KPL1"
"AR","KPNRTBM1"
"AR","KPNSI9S"
"AR","KPNYN"
"AR","KS1"
"AR","KU1919"
"AR","KU812"
"AR","KURAMOCHI"
"AR","KYM1"
"AR","KYO1"
"AR","KYSE140"
"AR","KYSE150"
"AR","KYSE180"
"AR","KYSE270"
"AR","KYSE30"
"AR","KYSE410"
"AR","KYSE450"
"AR","KYSE510"
"AR","KYSE520"
"AR","KYSE70"
"AR","L1236"
"AR","L33"
"AR","L363"
"AR","L428"
"AR","L540"
"AR","LC1F"
"AR","LC1SQSF"
"AR","LCLC103H"
"AR","LCLC97TM1"
"AR","LI7"
"AR","LK2"
"AR","LMSU"
"AR","LN18"
"AR","LN229"
"AR","LOUCY"
"AR","LOUNH91"
"AR","LOVO"
"AR","LOXIMVI"
"AR","LP1"
"AR","LS123"
"AR","LS180"
"AR","LS513"
"AR","LU65"
"AR","LU99"
"AR","LUDLU1"
"AR","LXF289"
"AR","M059K"
"AR","M07E"
"AR","MALME3M"
"AR","MC116"
"AR","MCAS"
"AR","MCF7"
"AR","MDAMB134VI"
"AR","MDAMB231"
"AR","MDAMB361"
"AR","MDAMB415"
"AR","MDAMB435S"
"AR","MDAMB436"
"AR","MDAMB468"
"AR","MDST8"
"AR","ME1"
"AR","MEC1"
"AR","MEG01"
"AR","MELHO"
"AR","MELJUSO"
"AR","MEWO"
"AR","MFE280"
"AR","MFE296"
"AR","MFE319"
"AR","MG63"
"AR","MHHCALL2"
"AR","MHHCALL3"
"AR","MHHCALL4"
"AR","MHHES1"
"AR","MHHNB11"
"AR","MIAPACA2"
"AR","MINO"
"AR","MJ"
"AR","MKN1"
"AR","MKN74"
"AR","ML1"
"AR","MOGGCCM"
"AR","MOGGUVW"
"AR","MOLM13"
"AR","MOLM16"
"AR","MOLM6"
"AR","MOLP2"
"AR","MOLP8"
"AR","MOLT16"
"AR","MONOMAC1"
"AR","MONOMAC6"
"AR","MORCPR"
"AR","MOTN1"
"AR","MPP89"
"AR","MSTO211H"
"AR","MUTZ3"
"AR","MUTZ5"
"AR","MV411"
"AR","NALM1"
"AR","NALM19"
"AR","NALM6"
"AR","NAMALWA"
"AR","NB1"
"AR","NB4"
"AR","NCCSTCK140"
"AR","NCIH1048"
"AR","NCIH1092"
"AR","NCIH1105"
"AR","NCIH1184"
"AR","NCIH1299"
"AR","NCIH1339"
"AR","NCIH1341"
"AR","NCIH1355"
"AR","NCIH1373"
"AR","NCIH1385"
"AR","NCIH1435"
"AR","NCIH1436"
"AR","NCIH1437"
"AR","NCIH146"
"AR","NCIH1563"
"AR","NCIH1568"
"AR","NCIH1573"
"AR","NCIH1581"
"AR","NCIH1618"
"AR","NCIH1623"
"AR","NCIH1648"
"AR","NCIH1650"
"AR","NCIH1651"
"AR","NCIH1666"
"AR","NCIH1693"
"AR","NCIH1694"
"AR","NCIH1703"
"AR","NCIH1734"
"AR","NCIH1755"
"AR","NCIH1781"
"AR","NCIH1792"
"AR","NCIH1793"
"AR","NCIH1838"
"AR","NCIH1869"
"AR","NCIH1876"
"AR","NCIH1915"
"AR","NCIH1930"
"AR","NCIH1944"
"AR","NCIH196"
"AR","NCIH1963"
"AR","NCIH1975"
"AR","NCIH2009"
"AR","NCIH2029"
"AR","NCIH2030"
"AR","NCIH2052"
"AR","NCIH2066"
"AR","NCIH2073"
"AR","NCIH2081"
"AR","NCIH2087"
"AR","NCIH209"
"AR","NCIH2106"
"AR","NCIH211"
"AR","NCIH2110"
"AR","NCIH2122"
"AR","NCIH2126"
"AR","NCIH2141"
"AR","NCIH2170"
"AR","NCIH2171"
"AR","NCIH2172"
"AR","NCIH2196"
"AR","NCIH2227"
"AR","NCIH2228"
"AR","NCIH226"
"AR","NCIH2286"
"AR","NCIH2291"
"AR","NCIH23"
"AR","NCIH2342"
"AR","NCIH2347"
"AR","NCIH2405"
"AR","NCIH2444"
"AR","NCIH2452"
"AR","NCIH3255"
"AR","NCIH358"
"AR","NCIH441"
"AR","NCIH446"
"AR","NCIH460"
"AR","NCIH508"
"AR","NCIH510"
"AR","NCIH520"
"AR","NCIH522"
"AR","NCIH524"
"AR","NCIH596"
"AR","NCIH647"
"AR","NCIH660"
"AR","NCIH661"
"AR","NCIH69"
"AR","NCIH716"
"AR","NCIH727"
"AR","NCIH747"
"AR","NCIH810"
"AR","NCIH82"
"AR","NCIH838"
"AR","NCIH841"
"AR","NCIH854"
"AR","NCIH929"
"AR","NCIN87"
"AR","NCO2"
"AR","NH6"
"AR","NIHOVCAR3"
"AR","NMCG1"
"AR","NUDHL1"
"AR","NUDUL1"
"AR","NUGC3"
"AR","NUGC4"
"AR","OAW28"
"AR","OAW42"
"AR","OC316"
"AR","OCIAML2"
"AR","OCIAML3"
"AR","OCIAML5"
"AR","OCILY10"
"AR","OCILY19"
"AR","OCILY3"
"AR","OCIM1"
"AR","OCUM1"
"AR","OE19"
"AR","OE21"
"AR","OE33"
"AR","ONCODG1"
"AR","ONS76"
"AR","OPM2"
"AR","OSRC2"
"AR","OUMS23"
"AR","OUMS27"
"AR","OV56"
"AR","OV90"
"AR","OVCAR4"
"AR","OVCAR8"
"AR","OVISE"
"AR","OVKATE"
"AR","OVMANA"
"AR","OVSAHO"
"AR","OVTOKO"
"AR","P12ICHIKAWA"
"AR","P31FUJ"
"AR","P3HR1"
"AR","PANC0203"
"AR","PANC0213"
"AR","PANC0327"
"AR","PANC0403"
"AR","PANC0813"
"AR","PANC1005"
"AR","PATU8902"
"AR","PC14"
"AR","PC3"
"AR","PCM6"
"AR","PECAPJ15"
"AR","PECAPJ34CLONEC12"
"AR","PECAPJ41CLONED2"
"AR","PECAPJ49"
"AR","PEER"
"AR","PF382"
"AR","PFEIFFER"
"AR","PK1"
"AR","PK45H"
"AR","PK59"
"AR","PL21"
"AR","PSN1"
"AR","QGP1"
"AR","RAJI"
"AR","RCC10RGB"
"AR","RCHACV"
"AR","RD"
"AR","REC1"
"AR","REH"
"AR","RERFGC1B"
"AR","RERFLCAD1"
"AR","RERFLCAD2"
"AR","RERFLCAI"
"AR","RERFLCKJ"
"AR","RERFLCMS"
"AR","RERFLCSQ1"
"AR","RH41"
"AR","RI1"
"AR","RKN"
"AR","RL"
"AR","RL952"
"AR","RMGI"
"AR","RMUGS"
"AR","RPMI7951"
"AR","RPMI8226"
"AR","RPMI8402"
"AR","RS411"
"AR","RS5"
"AR","RT112"
"AR","RT11284"
"AR","RT4"
"AR","S117"
"AR","SAOS2"
"AR","SBC5"
"AR","SCABER"
"AR","SCC15"
"AR","SCC25"
"AR","SCC4"
"AR","SCC9"
"AR","SCLC21H"
"AR","SEM"
"AR","SET2"
"AR","SF126"
"AR","SF295"
"AR","SH10TC"
"AR","SH4"
"AR","SHP77"
"AR","SHSY5Y"
"AR","SIGM5"
"AR","SIMA"
"AR","SJRH30"
"AR","SJSA1"
"AR","SKBR3"
"AR","SKCO1"
"AR","SKES1"
"AR","SKHEP1"
"AR","SKLMS1"
"AR","SKLU1"
"AR","SKM1"
"AR","SKMEL1"
"AR","SKMEL2"
"AR","SKMEL24"
"AR","SKMEL28"
"AR","SKMEL3"
"AR","SKMEL30"
"AR","SKMEL5"
"AR","SKMES1"
"AR","SKNAS"
"AR","SKNDZ"
"AR","SKNFI"
"AR","SKNMC"
"AR","SKNSH"
"AR","SKOV3"
"AR","SKUT1"
"AR","SNGM"
"AR","SNU1033"
"AR","SNU1041"
"AR","SNU1076"
"AR","SNU1077"
"AR","SNU1079"
"AR","SNU1105"
"AR","SNU119"
"AR","SNU1196"
"AR","SNU1197"
"AR","SNU1214"
"AR","SNU1272"
"AR","SNU182"
"AR","SNU201"
"AR","SNU213"
"AR","SNU216"
"AR","SNU245"
"AR","SNU283"
"AR","SNU308"
"AR","SNU324"
"AR","SNU349"
"AR","SNU387"
"AR","SNU398"
"AR","SNU407"
"AR","SNU410"
"AR","SNU423"
"AR","SNU449"
"AR","SNU46"
"AR","SNU466"
"AR","SNU475"
"AR","SNU478"
"AR","SNU489"
"AR","SNU503"
"AR","SNU520"
"AR","SNU601"
"AR","SNU620"
"AR","SNU626"
"AR","SNU668"
"AR","SNU685"
"AR","SNU719"
"AR","SNU738"
"AR","SNU761"
"AR","SNU840"
"AR","SNU869"
"AR","SNU878"
"AR","SNU886"
"AR","SNU899"
"AR","SNUC4"
"AR","SNUC5"
"AR","SQ1"
"AR","SR786"
"AR","ST486"
"AR","SU8686"
"AR","SUDHL1"
"AR","SUDHL10"
"AR","SUDHL4"
"AR","SUDHL5"
"AR","SUDHL6"
"AR","SUDHL8"
"AR","SUPB15"
"AR","SUPHD1"
"AR","SUPM2"
"AR","SUPT11"
"AR","SW1088"
"AR","SW1116"
"AR","SW1271"
"AR","SW1353"
"AR","SW1417"
"AR","SW1463"
"AR","SW1573"
"AR","SW1710"
"AR","SW1783"
"AR","SW1990"
"AR","SW403"
"AR","SW480"
"AR","SW579"
"AR","SW620"
"AR","SW780"
"AR","SW837"
"AR","SW900"
"AR","SW948"
"AR","T173"
"AR","T3M10"
"AR","T3M4"
"AR","T47D"
"AR","T98G"
"AR","TC71"
"AR","TCCPAN2"
"AR","TE1"
"AR","TE10"
"AR","TE11"
"AR","TE125T"
"AR","TE14"
"AR","TE159T"
"AR","TE4"
"AR","TE441T"
"AR","TE5"
"AR","TE617T"
"AR","TE8"
"AR","TE9"
"AR","TEN"
"AR","TF1"
"AR","TGBC11TKB"
"AR","THP1"
"AR","TM31"
"AR","TO175T"
"AR","TOLEDO"
"AR","TT2609C02"
"AR","TUHR10TKB"
"AR","TUHR14TKB"
"AR","TUHR4TKB"
"AR","TYKNU"
"AR","U138MG"
"AR","U266B1"
"AR","U2OS"
"AR","U87MG"
"AR","U937"
"AR","UACC257"
"AR","UACC62"
"AR","UACC893"
"AR","UBLC1"
"AR","UMUC1"
"AR","UMUC3"
"AR","UT7"
"AR","VCAP"
"AR","VMCUB1"
"AR","VMRCLCD"
"AR","VMRCLCP"
"AR","VMRCRCW"
"AR","VMRCRCZ"
"AR","WM115"
"AR","WM1799"
"AR","WM2664"
"AR","WM793"
"AR","WM88"
"AR","WM983B"
"AR","WSUDLCL2"
"AR","YAPC"
"AR","YD10B"
"AR","YD15"
"AR","YD38"
"AR","YD8"
"AR","YH13"
"AR","YKG1"
"AR","ZR751"
"AR","ZR7530"
"ATM","22RV1"
"ATM","2313287"
"ATM","253J"
"ATM","253JBV"
"ATM","42MGBA"
"ATM","5637"
"ATM","59M"
"ATM","647V"
"ATM","697"
"ATM","769P"
"ATM","8505C"
"ATM","8MGBA"
"ATM","A101D"
"ATM","A172"
"ATM","A204"
"ATM","A2058"
"ATM","A253"
"ATM","A2780"
"ATM","A375"
"ATM","A3KAW"
"ATM","A498"
"ATM","A4FUK"
"ATM","A549"
"ATM","A673"
"ATM","A704"
"ATM","ABC1"
"ATM","ACCMESO1"
"ATM","ACCS"
"ATM","ACHN"
"ATM","AGS"
"ATM","ALEXANDERCELLS"
"ATM","ALLSIL"
"ATM","AM38"
"ATM","AML193"
"ATM","AN3CA"
"ATM","ASPC1"
"ATM","AU565"
"ATM","BCPAP"
"ATM","BDCM"
"ATM","BECKER"
"ATM","BEN"
"ATM","BFTC905"
"ATM","BFTC909"
"ATM","BHY"
"ATM","BICR16"
"ATM","BICR18"
"ATM","BICR31"
"ATM","BICR56"
"ATM","BICR6"
"ATM","BL41"
"ATM","BL70"
"ATM","BT20"
"ATM","BT483"
"ATM","BT549"
"ATM","BV173"
"ATM","BXPC3"
"ATM","C2BBE1"
"ATM","C32"
"ATM","CA46"
"ATM","CADOES1"
"ATM","CAKI1"
"ATM","CAKI2"
"ATM","CAL120"
"ATM","CAL12T"
"ATM","CAL148"
"ATM","CAL27"
"ATM","CAL29"
"ATM","CAL33"
"ATM","CAL51"
"ATM","CAL54"
"ATM","CAL62"
"ATM","CAL78"
"ATM","CAL851"
"ATM","CALU1"
"ATM","CALU3"
"ATM","CALU6"
"ATM","CAMA1"
"ATM","CAOV3"
"ATM","CAOV4"
"ATM","CAPAN2"
"ATM","CAS1"
"ATM","CCFSTTG1"
"ATM","CCK81"
"ATM","CFPAC1"
"ATM","CGTHW1"
"ATM","CHAGOK1"
"ATM","CHL1"
"ATM","CHP212"
"ATM","CI1"
"ATM","CJM"
"ATM","CL11"
"ATM","CL14"
"ATM","CL40"
"ATM","CMK"
"ATM","CMK115"
"ATM","CMLT1"
"ATM","COLO201"
"ATM","COLO205"
"ATM","COLO320"
"ATM","COLO668"
"ATM","COLO684"
"ATM","COLO699"
"ATM","COLO704"
"ATM","COLO741"
"ATM","COLO775"
"ATM","COLO783"
"ATM","COLO792"
"ATM","COLO818"
"ATM","COLO829"
"ATM","CORL23"
"ATM","CORL24"
"ATM","CORL279"
"ATM","CORL47"
"ATM","CORL51"
"ATM","CORL88"
"ATM","COV318"
"ATM","COV362"
"ATM","COV434"
"ATM","COV504"
"ATM","COV644"
"ATM","CPCN"
"ATM","D341MED"
"ATM","DANG"
"ATM","DAOY"
"ATM","DAUDI"
"ATM","DB"
"ATM","DBTRG05MG"
"ATM","DEL"
"ATM","DETROIT562"
"ATM","DKMG"
"ATM","DM3"
"ATM","DMS114"
"ATM","DMS153"
"ATM","DMS454"
"ATM","DMS53"
"ATM","DMS79"
"ATM","DND41"
"ATM","DOHH2"
"ATM","DU145"
"ATM","DU4475"
"ATM","DV90"
"ATM","EB2"
"ATM","ECC10"
"ATM","ECC12"
"ATM","ECGI10"
"ATM","EFE184"
"ATM","EFM19"
"ATM","EFM192A"
"ATM","EFO21"
"ATM","EFO27"
"ATM","EHEB"
"ATM","EJM"
"ATM","EM2"
"ATM","EN"
"ATM","EOL1"
"ATM","EPLC272H"
"ATM","ES2"
"ATM","F36P"
"ATM","FADU"
"ATM","FTC133"
"ATM","FTC238"
"ATM","FU97"
"ATM","FUOV1"
"ATM","G361"
"ATM","G401"
"ATM","G402"
"ATM","GAMG"
"ATM","GCIY"
"ATM","GCT"
"ATM","GDM1"
"ATM","GI1"
"ATM","GMS10"
"ATM","GOS3"
"ATM","GP2D"
"ATM","GSS"
"ATM","GSU"
"ATM","H4"
"ATM","HCC1143"
"ATM","HCC1171"
"ATM","HCC1187"
"ATM","HCC1195"
"ATM","HCC1359"
"ATM","HCC1395"
"ATM","HCC1419"
"ATM","HCC1428"
"ATM","HCC1588"
"ATM","HCC1599"
"ATM","HCC1806"
"ATM","HCC1833"
"ATM","HCC1954"
"ATM","HCC202"
"ATM","HCC2108"
"ATM","HCC2157"
"ATM","HCC2218"
"ATM","HCC2279"
"ATM","HCC2935"
"ATM","HCC33"
"ATM","HCC38"
"ATM","HCC4006"
"ATM","HCC44"
"ATM","HCC70"
"ATM","HCC78"
"ATM","HCC827"
"ATM","HCC95"
"ATM","HCT116"
"ATM","HDLM2"
"ATM","HDMYZ"
"ATM","HEC151"
"ATM","HEC265"
"ATM","HEC50B"
"ATM","HEC6"
"ATM","HEL"
"ATM","HEL9217"
"ATM","HEYA8"
"ATM","HLF"
"ATM","HLFA"
"ATM","HMC18"
"ATM","HPAFII"
"ATM","HRT18"
"ATM","HS172T"
"ATM","HS229T"
"ATM","HS281T"
"ATM","HS343T"
"ATM","HS571T"
"ATM","HS578T"
"ATM","HS600T"
"ATM","HS604T"
"ATM","HS611T"
"ATM","HS616T"
"ATM","HS618T"
"ATM","HS675T"
"ATM","HS683"
"ATM","HS688AT"
"ATM","HS698T"
"ATM","HS706T"
"ATM","HS729"
"ATM","HS737T"
"ATM","HS739T"
"ATM","HS742T"
"ATM","HS746T"
"ATM","HS751T"
"ATM","HS766T"
"ATM","HS819T"
"ATM","HS821T"
"ATM","HS822T"
"ATM","HS834T"
"ATM","HS839T"
"ATM","HS840T"
"ATM","HS852T"
"ATM","HS863T"
"ATM","HS888T"
"ATM","HS895T"
"ATM","HS934T"
"ATM","HS936T"
"ATM","HS940T"
"ATM","HS944T"
"ATM","HSC3"
"ATM","HSC4"
"ATM","HT1080"
"ATM","HT1376"
"ATM","HT29"
"ATM","HT55"
"ATM","HTK"
"ATM","HUCCT1"
"ATM","HUG1N"
"ATM","HUH28"
"ATM","HUH6"
"ATM","HUH7"
"ATM","HUNS1"
"ATM","HUPT3"
"ATM","HUPT4"
"ATM","HUT78"
"ATM","IALM"
"ATM","IGR37"
"ATM","IGR39"
"ATM","ISTMES1"
"ATM","ISTMES2"
"ATM","J82"
"ATM","JEKO1"
"ATM","JHH1"
"ATM","JHH4"
"ATM","JHH6"
"ATM","JHH7"
"ATM","JHOC5"
"ATM","JHOM2B"
"ATM","JHOS2"
"ATM","JHUEM2"
"ATM","JIMT1"
"ATM","JJN3"
"ATM","JK1"
"ATM","JL1"
"ATM","JM1"
"ATM","JMSU1"
"ATM","JVM2"
"ATM","JVM3"
"ATM","K029AX"
"ATM","K562"
"ATM","KALS1"
"ATM","KARPAS299"
"ATM","KARPAS620"
"ATM","KASUMI1"
"ATM","KASUMI2"
"ATM","KASUMI6"
"ATM","KCL22"
"ATM","KE39"
"ATM","KE97"
"ATM","KELLY"
"ATM","KG1"
"ATM","KHM1B"
"ATM","KIJK"
"ATM","KLE"
"ATM","KMBC2"
"ATM","KMH2"
"ATM","KMM1"
"ATM","KMRC1"
"ATM","KMRC2"
"ATM","KMRC20"
"ATM","KMRC3"
"ATM","KMS11"
"ATM","KMS12BM"
"ATM","KMS20"
"ATM","KMS21BM"
"ATM","KMS28BM"
"ATM","KMS34"
"ATM","KNS42"
"ATM","KNS62"
"ATM","KO52"
"ATM","KOPN8"
"ATM","KP1N"
"ATM","KP1NL"
"ATM","KP2"
"ATM","KP3"
"ATM","KP4"
"ATM","KPL1"
"ATM","KPNRTBM1"
"ATM","KPNSI9S"
"ATM","KPNYN"
"ATM","KU1919"
"ATM","KU812"
"ATM","KYM1"
"ATM","KYO1"
"ATM","KYSE140"
"ATM","KYSE150"
"ATM","KYSE180"
"ATM","KYSE270"
"ATM","KYSE30"
"ATM","KYSE450"
"ATM","KYSE510"
"ATM","KYSE520"
"ATM","KYSE70"
"ATM","L1236"
"ATM","L33"
"ATM","L363"
"ATM","L428"
"ATM","L540"
"ATM","LC1F"
"ATM","LC1SQSF"
"ATM","LCLC97TM1"
"ATM","LK2"
"ATM","LMSU"
"ATM","LN18"
"ATM","LN229"
"ATM","LNCAPCLONEFGC"
"ATM","LOUCY"
"ATM","LOUNH91"
"ATM","LOVO"
"ATM","LOXIMVI"
"ATM","LP1"
"ATM","LS1034"
"ATM","LS123"
"ATM","LS180"
"ATM","LS513"
"ATM","LU65"
"ATM","LU99"
"ATM","LUDLU1"
"ATM","M059K"
"ATM","M07E"
"ATM","MALME3M"
"ATM","MC116"
"ATM","MCAS"
"ATM","MCF7"
"ATM","MDAMB134VI"
"ATM","MDAMB231"
"ATM","MDAMB361"
"ATM","MDAMB415"
"ATM","MDAMB435S"
"ATM","MDAMB436"
"ATM","MDAMB468"
"ATM","MDAPCA2B"
"ATM","MDST8"
"ATM","ME1"
"ATM","MEC1"
"ATM","MEG01"
"ATM","MELHO"
"ATM","MELJUSO"
"ATM","MEWO"
"ATM","MFE280"
"ATM","MFE296"
"ATM","MFE319"
"ATM","MG63"
"ATM","MHHCALL2"
"ATM","MHHCALL3"
"ATM","MHHCALL4"
"ATM","MHHES1"
"ATM","MHHNB11"
"ATM","MIAPACA2"
"ATM","MINO"
"ATM","MJ"
"ATM","MKN1"
"ATM","MKN7"
"ATM","MKN74"
"ATM","ML1"
"ATM","MM1S"
"ATM","MOGGCCM"
"ATM","MOGGUVW"
"ATM","MOLM13"
"ATM","MOLM16"
"ATM","MOLM6"
"ATM","MOLP2"
"ATM","MOLP8"
"ATM","MOLT13"
"ATM","MONOMAC1"
"ATM","MONOMAC6"
"ATM","MORCPR"
"ATM","MOTN1"
"ATM","MPP89"
"ATM","MSTO211H"
"ATM","MUTZ3"
"ATM","MUTZ5"
"ATM","MV411"
"ATM","NALM1"
"ATM","NALM19"
"ATM","NALM6"
"ATM","NAMALWA"
"ATM","NB1"
"ATM","NB4"
"ATM","NCCSTCK140"
"ATM","NCIH1048"
"ATM","NCIH1092"
"ATM","NCIH1184"
"ATM","NCIH1299"
"ATM","NCIH1339"
"ATM","NCIH1341"
"ATM","NCIH1355"
"ATM","NCIH1385"
"ATM","NCIH1435"
"ATM","NCIH1436"
"ATM","NCIH1437"
"ATM","NCIH146"
"ATM","NCIH1563"
"ATM","NCIH1573"
"ATM","NCIH1581"
"ATM","NCIH1618"
"ATM","NCIH1623"
"ATM","NCIH1648"
"ATM","NCIH1650"
"ATM","NCIH1651"
"ATM","NCIH1693"
"ATM","NCIH1694"
"ATM","NCIH1755"
"ATM","NCIH1781"
"ATM","NCIH1792"
"ATM","NCIH1793"
"ATM","NCIH1836"
"ATM","NCIH1869"
"ATM","NCIH1876"
"ATM","NCIH1915"
"ATM","NCIH1930"
"ATM","NCIH1944"
"ATM","NCIH196"
"ATM","NCIH1963"
"ATM","NCIH1975"
"ATM","NCIH2009"
"ATM","NCIH2023"
"ATM","NCIH2029"
"ATM","NCIH2030"
"ATM","NCIH2052"
"ATM","NCIH2073"
"ATM","NCIH2081"
"ATM","NCIH209"
"ATM","NCIH2106"
"ATM","NCIH2122"
"ATM","NCIH2126"
"ATM","NCIH2141"
"ATM","NCIH2170"
"ATM","NCIH2171"
"ATM","NCIH2196"
"ATM","NCIH2227"
"ATM","NCIH2228"
"ATM","NCIH226"
"ATM","NCIH2291"
"ATM","NCIH2342"
"ATM","NCIH2347"
"ATM","NCIH2405"
"ATM","NCIH2444"
"ATM","NCIH2452"
"ATM","NCIH3255"
"ATM","NCIH358"
"ATM","NCIH441"
"ATM","NCIH446"
"ATM","NCIH460"
"ATM","NCIH508"
"ATM","NCIH510"
"ATM","NCIH522"
"ATM","NCIH526"
"ATM","NCIH596"
"ATM","NCIH647"
"ATM","NCIH660"
"ATM","NCIH661"
"ATM","NCIH684"
"ATM","NCIH716"
"ATM","NCIH727"
"ATM","NCIH810"
"ATM","NCIH82"
"ATM","NCIH838"
"ATM","NCIH841"
"ATM","NCIH854"
"ATM","NCIH889"
"ATM","NCIN87"
"ATM","NCO2"
"ATM","NH6"
"ATM","NIHOVCAR3"
"ATM","NMCG1"
"ATM","NUDHL1"
"ATM","NUDUL1"
"ATM","NUGC3"
"ATM","NUGC4"
"ATM","OAW28"
"ATM","OAW42"
"ATM","OCIAML2"
"ATM","OCIAML3"
"ATM","OCIAML5"
"ATM","OCILY10"
"ATM","OCILY19"
"ATM","OCILY3"
"ATM","OCIM1"
"ATM","OCUM1"
"ATM","OE19"
"ATM","OE21"
"ATM","OE33"
"ATM","ONCODG1"
"ATM","ONS76"
"ATM","OPM2"
"ATM","OSRC2"
"ATM","OUMS27"
"ATM","OV56"
"ATM","OV90"
"ATM","OVISE"
"ATM","OVK18"
"ATM","OVMANA"
"ATM","OVSAHO"
"ATM","OVTOKO"
"ATM","P12ICHIKAWA"
"ATM","P31FUJ"
"ATM","P3HR1"
"ATM","PANC0203"
"ATM","PANC0213"
"ATM","PANC0403"
"ATM","PANC1005"
"ATM","PATU8902"
"ATM","PC14"
"ATM","PC3"
"ATM","PECAPJ15"
"ATM","PECAPJ34CLONEC12"
"ATM","PECAPJ41CLONED2"
"ATM","PECAPJ49"
"ATM","PEER"
"ATM","PK1"
"ATM","PK45H"
"ATM","PK59"
"ATM","PL21"
"ATM","PSN1"
"ATM","RAJI"
"ATM","RCC10RGB"
"ATM","RCHACV"
"ATM","RCM1"
"ATM","REC1"
"ATM","REH"
"ATM","RERFGC1B"
"ATM","RERFLCAD1"
"ATM","RERFLCAD2"
"ATM","RERFLCAI"
"ATM","RERFLCKJ"
"ATM","RERFLCMS"
"ATM","RERFLCSQ1"
"ATM","RH41"
"ATM","RI1"
"ATM","RKN"
"ATM","RKO"
"ATM","RMGI"
"ATM","RMUGS"
"ATM","RPMI7951"
"ATM","RPMI8226"
"ATM","RPMI8402"
"ATM","RS411"
"ATM","RS5"
"ATM","RT112"
"ATM","RT11284"
"ATM","RT4"
"ATM","S117"
"ATM","SAOS2"
"ATM","SBC5"
"ATM","SCABER"
"ATM","SCC15"
"ATM","SCC25"
"ATM","SCC4"
"ATM","SCC9"
"ATM","SCLC21H"
"ATM","SEM"
"ATM","SET2"
"ATM","SF126"
"ATM","SF295"
"ATM","SH10TC"
"ATM","SH4"
"ATM","SHP77"
"ATM","SHSY5Y"
"ATM","SIGM5"
"ATM","SIMA"
"ATM","SJRH30"
"ATM","SJSA1"
"ATM","SKBR3"
"ATM","SKCO1"
"ATM","SKES1"
"ATM","SKHEP1"
"ATM","SKLMS1"
"ATM","SKLU1"
"ATM","SKM1"
"ATM","SKMEL1"
"ATM","SKMEL2"
"ATM","SKMEL24"
"ATM","SKMEL28"
"ATM","SKMEL3"
"ATM","SKMEL30"
"ATM","SKMEL5"
"ATM","SKMES1"
"ATM","SKNAS"
"ATM","SKNDZ"
"ATM","SKNFI"
"ATM","SKNMC"
"ATM","SKNSH"
"ATM","SNGM"
"ATM","SNU1041"
"ATM","SNU1076"
"ATM","SNU1077"
"ATM","SNU1079"
"ATM","SNU1105"
"ATM","SNU1196"
"ATM","SNU1214"
"ATM","SNU1272"
"ATM","SNU175"
"ATM","SNU182"
"ATM","SNU201"
"ATM","SNU213"
"ATM","SNU216"
"ATM","SNU245"
"ATM","SNU308"
"ATM","SNU387"
"ATM","SNU398"
"ATM","SNU407"
"ATM","SNU410"
"ATM","SNU423"
"ATM","SNU449"
"ATM","SNU46"
"ATM","SNU466"
"ATM","SNU475"
"ATM","SNU478"
"ATM","SNU489"
"ATM","SNU503"
"ATM","SNU601"
"ATM","SNU620"
"ATM","SNU626"
"ATM","SNU668"
"ATM","SNU685"
"ATM","SNU719"
"ATM","SNU738"
"ATM","SNU761"
"ATM","SNU840"
"ATM","SNU869"
"ATM","SNU878"
"ATM","SNU886"
"ATM","SNU899"
"ATM","SNUC4"
"ATM","SQ1"
"ATM","SR786"
"ATM","ST486"
"ATM","SU8686"
"ATM","SUDHL1"
"ATM","SUDHL10"
"ATM","SUDHL4"
"ATM","SUDHL5"
"ATM","SUDHL6"
"ATM","SUPB15"
"ATM","SUPHD1"
"ATM","SUPM2"
"ATM","SUPT11"
"ATM","SW1088"
"ATM","SW1116"
"ATM","SW1271"
"ATM","SW1353"
"ATM","SW1417"
"ATM","SW1463"
"ATM","SW1573"
"ATM","SW1710"
"ATM","SW1783"
"ATM","SW1990"
"ATM","SW403"
"ATM","SW579"
"ATM","SW620"
"ATM","SW780"
"ATM","SW837"
"ATM","SW900"
"ATM","T173"
"ATM","T3M10"
"ATM","T3M4"
"ATM","T47D"
"ATM","T84"
"ATM","T98G"
"ATM","TC71"
"ATM","TCCPAN2"
"ATM","TE10"
"ATM","TE125T"
"ATM","TE14"
"ATM","TE159T"
"ATM","TE4"
"ATM","TE441T"
"ATM","TE5"
"ATM","TE6"
"ATM","TE617T"
"ATM","TE8"
"ATM","TE9"
"ATM","TEN"
"ATM","TF1"
"ATM","TM31"
"ATM","TO175T"
"ATM","TOLEDO"
"ATM","TOV21G"
"ATM","TT"
"ATM","TT2609C02"
"ATM","TUHR10TKB"
"ATM","TUHR14TKB"
"ATM","TUHR4TKB"
"ATM","TYKNU"
"ATM","U138MG"
"ATM","U266B1"
"ATM","U2OS"
"ATM","U87MG"
"ATM","U937"
"ATM","UACC257"
"ATM","UACC62"
"ATM","UACC812"
"ATM","UACC893"
"ATM","UBLC1"
"ATM","UMUC1"
"ATM","UMUC3"
"ATM","UT7"
"ATM","VCAP"
"ATM","VMRCLCD"
"ATM","VMRCLCP"
"ATM","VMRCRCW"
"ATM","VMRCRCZ"
"ATM","WM115"
