"gene","cell_line"
"PRKCA","TE11"
"PRKCA","TE125T"
"PRKCA","TE14"
"PRKCA","TE159T"
"PRKCA","TE617T"
"PRKCA","TE8"
"PRKCA","TE9"
"PRKCA","TEN"
"PRKCA","TM31"
"PRKCA","TOLEDO"
"PRKCA","TOV21G"
"PRKCA","TUHR10TKB"
"PRKCA","TUHR14TKB"
"PRKCA","TUHR4TKB"
"PRKCA","TYKNU"
"PRKCA","U266B1"
"PRKCA","U2OS"
"PRKCA","U87MG"
"PRKCA","UACC257"
"PRKCA","UACC62"
"PRKCA","UACC812"
"PRKCA","UBLC1"
"PRKCA","UMUC3"
"PRKCA","VCAP"
"PRKCA","VMCUB1"
"PRKCA","VMRCRCW"
"PRKCA","VMRCRCZ"
"PRKCA","WM115"
"PRKCA","WM1799"
"PRKCA","WM2664"
"PRKCA","WM793"
"PRKCA","WM88"
"PRKCA","WM983B"
"PRKCA","WSUDLCL2"
"PRKCA","YAPC"
"PRKCA","YD15"
"PRKCA","YD8"
"PRKCA","YH13"
"PRKCA","YKG1"
"PRKCA","ZR751"
"PRKCA","ZR7530"
"PRKCB","22RV1"
"PRKCB","2313287"
"PRKCB","253J"
"PRKCB","253JBV"
"PRKCB","42MGBA"
"PRKCB","5637"
"PRKCB","59M"
"PRKCB","639V"
"PRKCB","647V"
"PRKCB","697"
"PRKCB","769P"
"PRKCB","786O"
"PRKCB","8305C"
"PRKCB","8505C"
"PRKCB","8MGBA"
"PRKCB","A101D"
"PRKCB","A204"
"PRKCB","A2058"
"PRKCB","A253"
"PRKCB","A2780"
"PRKCB","A375"
"PRKCB","A3KAW"
"PRKCB","A498"
"PRKCB","A549"
"PRKCB","A673"
"PRKCB","A704"
"PRKCB","ABC1"
"PRKCB","ACCMESO1"
"PRKCB","ACCS"
"PRKCB","ACHN"
"PRKCB","AGS"
"PRKCB","ALEXANDERCELLS"
"PRKCB","ALLSIL"
"PRKCB","AM38"
"PRKCB","AML193"
"PRKCB","AMO1"
"PRKCB","ASPC1"
"PRKCB","AU565"
"PRKCB","BCP1"
"PRKCB","BCPAP"
"PRKCB","BDCM"
"PRKCB","BECKER"
"PRKCB","BEN"
"PRKCB","BFTC909"
"PRKCB","BHY"
"PRKCB","BICR16"
"PRKCB","BICR31"
"PRKCB","BICR56"
"PRKCB","BICR6"
"PRKCB","BL41"
"PRKCB","BL70"
"PRKCB","BT20"
"PRKCB","BT474"
"PRKCB","BT483"
"PRKCB","BT549"
"PRKCB","BV173"
"PRKCB","BXPC3"
"PRKCB","C2BBE1"
"PRKCB","C32"
"PRKCB","C3A"
"PRKCB","CA46"
"PRKCB","CADOES1"
"PRKCB","CAKI1"
"PRKCB","CAKI2"
"PRKCB","CAL120"
"PRKCB","CAL12T"
"PRKCB","CAL148"
"PRKCB","CAL27"
"PRKCB","CAL29"
"PRKCB","CAL33"
"PRKCB","CAL51"
"PRKCB","CAL54"
"PRKCB","CAL62"
"PRKCB","CAL78"
"PRKCB","CAL851"
"PRKCB","CALU1"
"PRKCB","CALU3"
"PRKCB","CALU6"
"PRKCB","CAMA1"
"PRKCB","CAOV3"
"PRKCB","CAOV4"
"PRKCB","CAPAN1"
"PRKCB","CAPAN2"
"PRKCB","CAS1"
"PRKCB","CCFSTTG1"
"PRKCB","CCK81"
"PRKCB","CFPAC1"
"PRKCB","CGTHW1"
"PRKCB","CHAGOK1"
"PRKCB","CHL1"
"PRKCB","CHP212"
"PRKCB","CI1"
"PRKCB","CJM"
"PRKCB","CL11"
"PRKCB","CL14"
"PRKCB","CL34"
"PRKCB","CL40"
"PRKCB","CMK"
"PRKCB","CMK115"
"PRKCB","CMLT1"
"PRKCB","COLO201"
"PRKCB","COLO205"
"PRKCB","COLO320"
"PRKCB","COLO679"
"PRKCB","COLO680N"
"PRKCB","COLO684"
"PRKCB","COLO699"
"PRKCB","COLO704"
"PRKCB","COLO775"
"PRKCB","COLO783"
"PRKCB","COLO818"
"PRKCB","COLO829"
"PRKCB","CORL23"
"PRKCB","CORL24"
"PRKCB","CORL279"
"PRKCB","CORL47"
"PRKCB","CORL51"
"PRKCB","CORL88"
"PRKCB","CORL95"
"PRKCB","COV318"
"PRKCB","COV362"
"PRKCB","COV434"
"PRKCB","COV504"
"PRKCB","COV644"
"PRKCB","CPCN"
"PRKCB","D341MED"
"PRKCB","DAOY"
"PRKCB","DAUDI"
"PRKCB","DB"
"PRKCB","DBTRG05MG"
"PRKCB","DEL"
"PRKCB","DETROIT562"
"PRKCB","DKMG"
"PRKCB","DM3"
"PRKCB","DMS114"
"PRKCB","DMS153"
"PRKCB","DMS273"
"PRKCB","DMS454"
"PRKCB","DMS53"
"PRKCB","DMS79"
"PRKCB","DND41"
"PRKCB","DOHH2"
"PRKCB","DU4475"
"PRKCB","DV90"
"PRKCB","EB2"
"PRKCB","EBC1"
"PRKCB","ECC10"
"PRKCB","ECC12"
"PRKCB","ECGI10"
"PRKCB","EFE184"
"PRKCB","EFM19"
"PRKCB","EFM192A"
"PRKCB","EFO21"
"PRKCB","EFO27"
"PRKCB","EHEB"
"PRKCB","EJM"
"PRKCB","EM2"
"PRKCB","EOL1"
"PRKCB","EPLC272H"
"PRKCB","ES2"
"PRKCB","ESS1"
"PRKCB","EVSAT"
"PRKCB","F36P"
"PRKCB","FADU"
"PRKCB","FTC133"
"PRKCB","FTC238"
"PRKCB","FU97"
"PRKCB","FUOV1"
"PRKCB","G361"
"PRKCB","G401"
"PRKCB","G402"
"PRKCB","GAMG"
"PRKCB","GCIY"
"PRKCB","GCT"
"PRKCB","GDM1"
"PRKCB","GMS10"
"PRKCB","GOS3"
"PRKCB","GP2D"
"PRKCB","GRANTA519"
"PRKCB","GSS"
"PRKCB","GSU"
"PRKCB","H4"
"PRKCB","HARA"
"PRKCB","HCC1143"
"PRKCB","HCC1187"
"PRKCB","HCC1195"
"PRKCB","HCC1359"
"PRKCB","HCC1395"
"PRKCB","HCC1419"
"PRKCB","HCC1428"
"PRKCB","HCC1438"
"PRKCB","HCC1569"
"PRKCB","HCC1588"
"PRKCB","HCC1599"
"PRKCB","HCC1806"
"PRKCB","HCC1833"
"PRKCB","HCC1954"
"PRKCB","HCC202"
"PRKCB","HCC2108"
"PRKCB","HCC2157"
"PRKCB","HCC2218"
"PRKCB","HCC2279"
"PRKCB","HCC2935"
"PRKCB","HCC33"
"PRKCB","HCC366"
"PRKCB","HCC38"
"PRKCB","HCC4006"
"PRKCB","HCC56"
"PRKCB","HCC70"
"PRKCB","HCC78"
"PRKCB","HCC827"
"PRKCB","HCC95"
"PRKCB","HDLM2"
"PRKCB","HDMYZ"
"PRKCB","HEC108"
"PRKCB","HEC151"
"PRKCB","HEC1A"
"PRKCB","HEC1B"
"PRKCB","HEC265"
"PRKCB","HEC59"
"PRKCB","HEC6"
"PRKCB","HEL"
"PRKCB","HEL9217"
"PRKCB","HEPG2"
"PRKCB","HEYA8"
"PRKCB","HGC27"
"PRKCB","HH"
"PRKCB","HLF"
"PRKCB","HLFA"
"PRKCB","HMC18"
"PRKCB","HOS"
"PRKCB","HPAFII"
"PRKCB","HPBALL"
"PRKCB","HS172T"
"PRKCB","HS229T"
"PRKCB","HS281T"
"PRKCB","HS343T"
"PRKCB","HS571T"
"PRKCB","HS578T"
"PRKCB","HS600T"
"PRKCB","HS604T"
"PRKCB","HS611T"
"PRKCB","HS618T"
"PRKCB","HS675T"
"PRKCB","HS683"
"PRKCB","HS688AT"
"PRKCB","HS695T"
"PRKCB","HS698T"
"PRKCB","HS706T"
"PRKCB","HS729"
"PRKCB","HS737T"
"PRKCB","HS739T"
"PRKCB","HS742T"
"PRKCB","HS746T"
"PRKCB","HS751T"
"PRKCB","HS766T"
"PRKCB","HS819T"
"PRKCB","HS821T"
"PRKCB","HS822T"
"PRKCB","HS834T"
"PRKCB","HS839T"
"PRKCB","HS840T"
"PRKCB","HS852T"
"PRKCB","HS863T"
"PRKCB","HS888T"
"PRKCB","HS895T"
"PRKCB","HS934T"
"PRKCB","HS936T"
"PRKCB","HS940T"
"PRKCB","HS944T"
"PRKCB","HSC2"
"PRKCB","HSC3"
"PRKCB","HSC4"
"PRKCB","HT1080"
"PRKCB","HT1376"
"PRKCB","HT144"
"PRKCB","HT29"
"PRKCB","HT55"
"PRKCB","HTK"
"PRKCB","HUCCT1"
"PRKCB","HUG1N"
"PRKCB","HUH28"
"PRKCB","HUH6"
"PRKCB","HUH7"
"PRKCB","HUNS1"
"PRKCB","HUPT3"
"PRKCB","HUPT4"
"PRKCB","HUT102"
"PRKCB","HUT78"
"PRKCB","IALM"
"PRKCB","IGR37"
"PRKCB","IGR39"
"PRKCB","IGROV1"
"PRKCB","IM95"
"PRKCB","IMR32"
"PRKCB","IPC298"
"PRKCB","ISHIKAWAHERAKLIO02ER"
"PRKCB","ISTMES1"
"PRKCB","ISTMES2"
"PRKCB","J82"
"PRKCB","JEKO1"
"PRKCB","JHH1"
"PRKCB","JHH2"
"PRKCB","JHH4"
"PRKCB","JHH5"
"PRKCB","JHH6"
"PRKCB","JHH7"
"PRKCB","JHOC5"
"PRKCB","JHOM1"
"PRKCB","JHOM2B"
"PRKCB","JHOS2"
"PRKCB","JHOS4"
"PRKCB","JHUEM1"
"PRKCB","JHUEM2"
"PRKCB","JHUEM7"
"PRKCB","JIMT1"
"PRKCB","JJN3"
"PRKCB","JK1"
"PRKCB","JL1"
"PRKCB","JM1"
"PRKCB","JMSU1"
"PRKCB","JVM2"
"PRKCB","JVM3"
"PRKCB","K029AX"
"PRKCB","KALS1"
"PRKCB","KARPAS299"
"PRKCB","KARPAS620"
"PRKCB","KASUMI1"
"PRKCB","KASUMI2"
"PRKCB","KASUMI6"
"PRKCB","KATOIII"
"PRKCB","KCL22"
"PRKCB","KE37"
"PRKCB","KE39"
"PRKCB","KE97"
"PRKCB","KELLY"
"PRKCB","KG1"
"PRKCB","KHM1B"
"PRKCB","KIJK"
"PRKCB","KLE"
"PRKCB","KM12"
"PRKCB","KMBC2"
"PRKCB","KMH2"
"PRKCB","KMM1"
"PRKCB","KMRC1"
"PRKCB","KMRC2"
"PRKCB","KMRC20"
"PRKCB","KMRC3"
"PRKCB","KMS11"
"PRKCB","KMS12BM"
"PRKCB","KMS20"
"PRKCB","KMS21BM"
"PRKCB","KMS26"
"PRKCB","KMS27"
"PRKCB","KMS28BM"
"PRKCB","KMS34"
"PRKCB","KNS60"
"PRKCB","KNS62"
"PRKCB","KO52"
"PRKCB","KOPN8"
"PRKCB","KP1N"
"PRKCB","KP1NL"
"PRKCB","KP3"
"PRKCB","KP4"
"PRKCB","KPL1"
"PRKCB","KPNRTBM1"
"PRKCB","KPNSI9S"
"PRKCB","KPNYN"
"PRKCB","KS1"
"PRKCB","KU1919"
"PRKCB","KU812"
"PRKCB","KURAMOCHI"
"PRKCB","KYM1"
"PRKCB","KYO1"
"PRKCB","KYSE140"
"PRKCB","KYSE150"
"PRKCB","KYSE180"
"PRKCB","KYSE270"
"PRKCB","KYSE410"
"PRKCB","KYSE450"
"PRKCB","KYSE510"
"PRKCB","KYSE520"
"PRKCB","KYSE70"
"PRKCB","L33"
"PRKCB","L363"
"PRKCB","L428"
"PRKCB","L540"
"PRKCB","LC1F"
"PRKCB","LC1SQSF"
"PRKCB","LCLC103H"
"PRKCB","LCLC97TM1"
"PRKCB","LI7"
"PRKCB","LK2"
"PRKCB","LN18"
"PRKCB","LN229"
"PRKCB","LOUCY"
"PRKCB","LOUNH91"
"PRKCB","LOVO"
"PRKCB","LOXIMVI"
"PRKCB","LP1"
"PRKCB","LS1034"
"PRKCB","LS123"
"PRKCB","LS180"
"PRKCB","LS513"
"PRKCB","LU65"
"PRKCB","LU99"
"PRKCB","LUDLU1"
"PRKCB","LXF289"
"PRKCB","M059K"
"PRKCB","M07E"
"PRKCB","MALME3M"
"PRKCB","MCAS"
"PRKCB","MCF7"
"PRKCB","MDAMB134VI"
"PRKCB","MDAMB231"
"PRKCB","MDAMB361"
"PRKCB","MDAMB415"
"PRKCB","MDAMB435S"
"PRKCB","MDAMB436"
"PRKCB","MDAMB453"
"PRKCB","MDAMB468"
"PRKCB","MDAPCA2B"
"PRKCB","MDST8"
"PRKCB","ME1"
"PRKCB","MEC1"
"PRKCB","MEG01"
"PRKCB","MELHO"
"PRKCB","MELJUSO"
"PRKCB","MEWO"
"PRKCB","MFE280"
"PRKCB","MFE296"
"PRKCB","MFE319"
"PRKCB","MG63"
"PRKCB","MHHCALL2"
"PRKCB","MHHCALL3"
"PRKCB","MHHCALL4"
"PRKCB","MHHES1"
"PRKCB","MHHNB11"
"PRKCB","MIAPACA2"
"PRKCB","MINO"
"PRKCB","MJ"
"PRKCB","MKN1"
"PRKCB","MKN7"
"PRKCB","MKN74"
"PRKCB","ML1"
"PRKCB","MM1S"
"PRKCB","MOGGCCM"
"PRKCB","MOGGUVW"
"PRKCB","MOLM13"
"PRKCB","MOLM16"
"PRKCB","MOLM6"
"PRKCB","MOLP2"
"PRKCB","MOLP8"
"PRKCB","MOLT13"
"PRKCB","MOLT16"
"PRKCB","MONOMAC1"
"PRKCB","MONOMAC6"
"PRKCB","MORCPR"
"PRKCB","MOTN1"
"PRKCB","MPP89"
"PRKCB","MSTO211H"
"PRKCB","MUTZ3"
"PRKCB","MUTZ5"
"PRKCB","MV411"
"PRKCB","NALM1"
"PRKCB","NALM19"
"PRKCB","NALM6"
"PRKCB","NAMALWA"
"PRKCB","NB1"
"PRKCB","NB4"
"PRKCB","NCCSTCK140"
"PRKCB","NCIH1048"
"PRKCB","NCIH1092"
"PRKCB","NCIH1105"
"PRKCB","NCIH1184"
"PRKCB","NCIH1299"
"PRKCB","NCIH1339"
"PRKCB","NCIH1341"
"PRKCB","NCIH1373"
"PRKCB","NCIH1385"
"PRKCB","NCIH1435"
"PRKCB","NCIH1436"
"PRKCB","NCIH1437"
"PRKCB","NCIH146"
"PRKCB","NCIH1563"
"PRKCB","NCIH1568"
"PRKCB","NCIH1573"
"PRKCB","NCIH1581"
"PRKCB","NCIH1618"
"PRKCB","NCIH1623"
"PRKCB","NCIH1648"
"PRKCB","NCIH1650"
"PRKCB","NCIH1651"
"PRKCB","NCIH1666"
"PRKCB","NCIH1693"
"PRKCB","NCIH1694"
"PRKCB","NCIH1703"
"PRKCB","NCIH1734"
"PRKCB","NCIH1755"
"PRKCB","NCIH1781"
"PRKCB","NCIH1792"
"PRKCB","NCIH1793"
"PRKCB","NCIH1836"
"PRKCB","NCIH1838"
"PRKCB","NCIH1869"
"PRKCB","NCIH1876"
"PRKCB","NCIH1915"
"PRKCB","NCIH1930"
"PRKCB","NCIH1944"
"PRKCB","NCIH196"
"PRKCB","NCIH1963"
"PRKCB","NCIH1975"
"PRKCB","NCIH2009"
"PRKCB","NCIH2023"
"PRKCB","NCIH2029"
"PRKCB","NCIH2030"
"PRKCB","NCIH2052"
"PRKCB","NCIH2066"
"PRKCB","NCIH2073"
"PRKCB","NCIH2081"
"PRKCB","NCIH2087"
"PRKCB","NCIH209"
"PRKCB","NCIH2106"
"PRKCB","NCIH211"
"PRKCB","NCIH2110"
"PRKCB","NCIH2122"
"PRKCB","NCIH2126"
"PRKCB","NCIH2141"
"PRKCB","NCIH2170"
"PRKCB","NCIH2171"
"PRKCB","NCIH2172"
"PRKCB","NCIH2196"
"PRKCB","NCIH2227"
"PRKCB","NCIH2228"
"PRKCB","NCIH226"
"PRKCB","NCIH2286"
"PRKCB","NCIH2291"
"PRKCB","NCIH23"
"PRKCB","NCIH2342"
"PRKCB","NCIH2347"
"PRKCB","NCIH2405"
"PRKCB","NCIH2444"
"PRKCB","NCIH2452"
"PRKCB","NCIH3255"
"PRKCB","NCIH358"
"PRKCB","NCIH441"
"PRKCB","NCIH446"
"PRKCB","NCIH460"
"PRKCB","NCIH508"
"PRKCB","NCIH520"
"PRKCB","NCIH522"
"PRKCB","NCIH526"
"PRKCB","NCIH596"
"PRKCB","NCIH647"
"PRKCB","NCIH660"
"PRKCB","NCIH661"
"PRKCB","NCIH684"
"PRKCB","NCIH69"
"PRKCB","NCIH716"
"PRKCB","NCIH727"
"PRKCB","NCIH747"
"PRKCB","NCIH810"
"PRKCB","NCIH82"
"PRKCB","NCIH838"
"PRKCB","NCIH841"
"PRKCB","NCIH854"
"PRKCB","NCIH889"
"PRKCB","NCIH929"
"PRKCB","NCIN87"
"PRKCB","NCO2"
"PRKCB","NH6"
"PRKCB","NIHOVCAR3"
"PRKCB","NMCG1"
"PRKCB","NUDHL1"
"PRKCB","NUDUL1"
"PRKCB","NUGC3"
"PRKCB","NUGC4"
"PRKCB","OAW28"
"PRKCB","OAW42"
"PRKCB","OC316"
"PRKCB","OCIAML2"
"PRKCB","OCIAML3"
"PRKCB","OCIAML5"
"PRKCB","OCILY19"
"PRKCB","OCIM1"
"PRKCB","OCUM1"
"PRKCB","OE19"
"PRKCB","OE21"
"PRKCB","OE33"
"PRKCB","ONCODG1"
"PRKCB","ONS76"
"PRKCB","OSRC2"
"PRKCB","OUMS23"
"PRKCB","OUMS27"
"PRKCB","OV56"
"PRKCB","OV90"
"PRKCB","OVCAR4"
"PRKCB","OVCAR8"
"PRKCB","OVISE"
"PRKCB","OVK18"
"PRKCB","OVKATE"
"PRKCB","OVMANA"
"PRKCB","OVSAHO"
"PRKCB","OVTOKO"
"PRKCB","P12ICHIKAWA"
"PRKCB","P3HR1"
"PRKCB","PANC0203"
"PRKCB","PANC0213"
"PRKCB","PANC0327"
"PRKCB","PANC0403"
"PRKCB","PANC0813"
"PRKCB","PANC1005"
"PRKCB","PATU8902"
"PRKCB","PC14"
"PRKCB","PC3"
"PRKCB","PCM6"
"PRKCB","PECAPJ15"
"PRKCB","PECAPJ34CLONEC12"
"PRKCB","PECAPJ41CLONED2"
"PRKCB","PECAPJ49"
"PRKCB","PEER"
"PRKCB","PF382"
"PRKCB","PFEIFFER"
"PRKCB","PK1"
"PRKCB","PK59"
"PRKCB","PL21"
"PRKCB","PSN1"
"PRKCB","QGP1"
"PRKCB","RAJI"
"PRKCB","RCC10RGB"
"PRKCB","RCHACV"
"PRKCB","RCM1"
"PRKCB","RD"
"PRKCB","REC1"
"PRKCB","REH"
"PRKCB","RERFGC1B"
"PRKCB","RERFLCAD1"
"PRKCB","RERFLCAI"
"PRKCB","RERFLCKJ"
"PRKCB","RERFLCMS"
"PRKCB","RERFLCSQ1"
"PRKCB","RH41"
"PRKCB","RI1"
"PRKCB","RKN"
"PRKCB","RKO"
"PRKCB","RL952"
"PRKCB","RMGI"
"PRKCB","RMUGS"
"PRKCB","RPMI7951"
"PRKCB","RPMI8226"
"PRKCB","RPMI8402"
"PRKCB","RS411"
"PRKCB","RS5"
"PRKCB","RT112"
"PRKCB","RT11284"
"PRKCB","RT4"
"PRKCB","S117"
"PRKCB","SAOS2"
"PRKCB","SBC5"
"PRKCB","SCABER"
"PRKCB","SCC15"
"PRKCB","SCC25"
"PRKCB","SCC4"
"PRKCB","SCC9"
"PRKCB","SCLC21H"
"PRKCB","SEM"
"PRKCB","SET2"
"PRKCB","SF126"
"PRKCB","SF295"
"PRKCB","SH10TC"
"PRKCB","SH4"
"PRKCB","SHP77"
"PRKCB","SHSY5Y"
"PRKCB","SIGM5"
"PRKCB","SIMA"
"PRKCB","SJRH30"
"PRKCB","SJSA1"
"PRKCB","SKBR3"
"PRKCB","SKCO1"
"PRKCB","SKES1"
"PRKCB","SKHEP1"
"PRKCB","SKLMS1"
"PRKCB","SKLU1"
"PRKCB","SKM1"
"PRKCB","SKMEL1"
"PRKCB","SKMEL2"
"PRKCB","SKMEL24"
"PRKCB","SKMEL28"
"PRKCB","SKMEL3"
"PRKCB","SKMEL30"
"PRKCB","SKMEL5"
"PRKCB","SKMES1"
"PRKCB","SKNAS"
"PRKCB","SKNDZ"
"PRKCB","SKNFI"
"PRKCB","SKNMC"
"PRKCB","SKNSH"
"PRKCB","SKOV3"
"PRKCB","SKUT1"
"PRKCB","SNGM"
"PRKCB","SNU1033"
"PRKCB","SNU1041"
"PRKCB","SNU1066"
"PRKCB","SNU1076"
"PRKCB","SNU1077"
"PRKCB","SNU1105"
"PRKCB","SNU1196"
"PRKCB","SNU1214"
"PRKCB","SNU1272"
"PRKCB","SNU201"
"PRKCB","SNU213"
"PRKCB","SNU216"
"PRKCB","SNU245"
"PRKCB","SNU283"
"PRKCB","SNU308"
"PRKCB","SNU349"
"PRKCB","SNU387"
"PRKCB","SNU398"
"PRKCB","SNU410"
"PRKCB","SNU423"
"PRKCB","SNU449"
"PRKCB","SNU46"
"PRKCB","SNU466"
"PRKCB","SNU475"
"PRKCB","SNU478"
"PRKCB","SNU489"
"PRKCB","SNU5"
"PRKCB","SNU503"
"PRKCB","SNU520"
"PRKCB","SNU601"
"PRKCB","SNU620"
"PRKCB","SNU626"
"PRKCB","SNU668"
"PRKCB","SNU685"
"PRKCB","SNU719"
"PRKCB","SNU738"
"PRKCB","SNU761"
"PRKCB","SNU840"
"PRKCB","SNU869"
"PRKCB","SNU878"
"PRKCB","SNU886"
"PRKCB","SNU899"
"PRKCB","SNUC2A"
"PRKCB","SNUC4"
"PRKCB","SNUC5"
"PRKCB","SQ1"
"PRKCB","SR786"
"PRKCB","ST486"
"PRKCB","SU8686"
"PRKCB","SUDHL1"
"PRKCB","SUDHL10"
"PRKCB","SUDHL4"
"PRKCB","SUDHL5"
"PRKCB","SUDHL6"
"PRKCB","SUDHL8"
"PRKCB","SUPB15"
"PRKCB","SUPHD1"
"PRKCB","SUPM2"
"PRKCB","SUPT11"
"PRKCB","SW1088"
"PRKCB","SW1116"
"PRKCB","SW1271"
"PRKCB","SW1353"
"PRKCB","SW1417"
"PRKCB","SW1463"
"PRKCB","SW1573"
"PRKCB","SW1710"
"PRKCB","SW1783"
"PRKCB","SW1990"
"PRKCB","SW403"
"PRKCB","SW48"
"PRKCB","SW480"
"PRKCB","SW579"
"PRKCB","SW620"
"PRKCB","SW780"
"PRKCB","SW837"
"PRKCB","SW900"
"PRKCB","SW948"
"PRKCB","T173"
"PRKCB","T3M10"
"PRKCB","T3M4"
"PRKCB","T47D"
"PRKCB","T84"
"PRKCB","T98G"
"PRKCB","TC71"
"PRKCB","TCCPAN2"
"PRKCB","TE10"
"PRKCB","TE11"
"PRKCB","TE14"
"PRKCB","TE159T"
"PRKCB","TE4"
"PRKCB","TE441T"
"PRKCB","TE5"
"PRKCB","TE6"
"PRKCB","TE617T"
"PRKCB","TE8"
"PRKCB","TE9"
"PRKCB","TEN"
"PRKCB","TF1"
"PRKCB","TGBC11TKB"
"PRKCB","THP1"
"PRKCB","TM31"
"PRKCB","TO175T"
"PRKCB","TOLEDO"
"PRKCB","TT"
"PRKCB","TT2609C02"
"PRKCB","TUHR10TKB"
"PRKCB","TUHR14TKB"
"PRKCB","TUHR4TKB"
"PRKCB","TYKNU"
"PRKCB","U138MG"
"PRKCB","U266B1"
"PRKCB","U2OS"
"PRKCB","U87MG"
"PRKCB","U937"
"PRKCB","UACC257"
"PRKCB","UACC62"
"PRKCB","UACC812"
"PRKCB","UACC893"
"PRKCB","UBLC1"
"PRKCB","UMUC1"
"PRKCB","UMUC3"
"PRKCB","UT7"
"PRKCB","VCAP"
"PRKCB","VMCUB1"
"PRKCB","VMRCLCD"
"PRKCB","VMRCLCP"
"PRKCB","VMRCRCW"
"PRKCB","VMRCRCZ"
"PRKCB","WM115"
"PRKCB","WM1799"
"PRKCB","WM2664"
"PRKCB","WM793"
"PRKCB","WM983B"
"PRKCB","WSUDLCL2"
"PRKCB","YAPC"
"PRKCB","YD10B"
"PRKCB","YD15"
"PRKCB","YD38"
"PRKCB","YD8"
"PRKCB","YH13"
"PRKCB","YKG1"
"PRKCB","ZR751"
"PRKCB","ZR7530"
"PRKCD","22RV1"
"PRKCD","2313287"
"PRKCD","253J"
"PRKCD","253JBV"
"PRKCD","42MGBA"
"PRKCD","5637"
"PRKCD","59M"
"PRKCD","647V"
"PRKCD","697"
"PRKCD","769P"
"PRKCD","786O"
"PRKCD","8305C"
"PRKCD","8505C"
"PRKCD","8MGBA"
"PRKCD","A101D"
"PRKCD","A172"
"PRKCD","A204"
"PRKCD","A2058"
"PRKCD","A253"
"PRKCD","A2780"
"PRKCD","A375"
"PRKCD","A3KAW"
"PRKCD","A498"
"PRKCD","A4FUK"
"PRKCD","A549"
"PRKCD","A673"
"PRKCD","A704"
"PRKCD","ABC1"
"PRKCD","ACCMESO1"
"PRKCD","ACCS"
"PRKCD","ACHN"
"PRKCD","AGS"
"PRKCD","ALEXANDERCELLS"
"PRKCD","ALLSIL"
"PRKCD","AM38"
"PRKCD","AML193"
"PRKCD","AMO1"
"PRKCD","AN3CA"
"PRKCD","AU565"
"PRKCD","BCP1"
"PRKCD","BCPAP"
"PRKCD","BDCM"
"PRKCD","BECKER"
"PRKCD","BEN"
"PRKCD","BFTC905"
"PRKCD","BFTC909"
"PRKCD","BHY"
"PRKCD","BICR16"
"PRKCD","BICR18"
"PRKCD","BICR31"
"PRKCD","BICR56"
"PRKCD","BICR6"
"PRKCD","BL41"
"PRKCD","BL70"
"PRKCD","BT20"
"PRKCD","BT474"
"PRKCD","BT483"
"PRKCD","BT549"
"PRKCD","BV173"
"PRKCD","BXPC3"
"PRKCD","C2BBE1"
"PRKCD","C32"
"PRKCD","C3A"
"PRKCD","CA46"
"PRKCD","CADOES1"
"PRKCD","CAKI1"
"PRKCD","CAKI2"
"PRKCD","CAL120"
"PRKCD","CAL12T"
"PRKCD","CAL148"
"PRKCD","CAL27"
"PRKCD","CAL29"
"PRKCD","CAL33"
"PRKCD","CAL51"
"PRKCD","CAL54"
"PRKCD","CAL62"
"PRKCD","CAL78"
"PRKCD","CAL851"
"PRKCD","CALU1"
"PRKCD","CALU3"
"PRKCD","CALU6"
"PRKCD","CAMA1"
"PRKCD","CAOV3"
"PRKCD","CAOV4"
"PRKCD","CAPAN1"
"PRKCD","CAPAN2"
"PRKCD","CAS1"
"PRKCD","CCFSTTG1"
"PRKCD","CCK81"
"PRKCD","CFPAC1"
"PRKCD","CGTHW1"
"PRKCD","CHAGOK1"
"PRKCD","CHL1"
"PRKCD","CHP212"
"PRKCD","CI1"
"PRKCD","CJM"
"PRKCD","CL11"
"PRKCD","CL14"
"PRKCD","CL34"
"PRKCD","CL40"
"PRKCD","CMK"
"PRKCD","CMK115"
"PRKCD","CMLT1"
"PRKCD","COLO201"
"PRKCD","COLO205"
"PRKCD","COLO320"
"PRKCD","COLO668"
"PRKCD","COLO679"
"PRKCD","COLO680N"
"PRKCD","COLO684"
"PRKCD","COLO699"
"PRKCD","COLO704"
"PRKCD","COLO741"
"PRKCD","COLO775"
"PRKCD","COLO783"
"PRKCD","COLO792"
"PRKCD","COLO818"
"PRKCD","COLO829"
"PRKCD","CORL23"
"PRKCD","CORL24"
"PRKCD","CORL279"
"PRKCD","CORL47"
"PRKCD","CORL51"
"PRKCD","CORL88"
"PRKCD","CORL95"
"PRKCD","COV318"
"PRKCD","COV434"
"PRKCD","COV504"
"PRKCD","COV644"
"PRKCD","CPCN"
"PRKCD","CW2"
"PRKCD","D341MED"
"PRKCD","DANG"
"PRKCD","DAOY"
"PRKCD","DAUDI"
"PRKCD","DB"
"PRKCD","DBTRG05MG"
"PRKCD","DEL"
"PRKCD","DETROIT562"
"PRKCD","DKMG"
"PRKCD","DM3"
"PRKCD","DMS114"
"PRKCD","DMS153"
"PRKCD","DMS273"
"PRKCD","DMS454"
"PRKCD","DMS53"
"PRKCD","DMS79"
"PRKCD","DND41"
"PRKCD","DOHH2"
"PRKCD","DU145"
"PRKCD","DV90"
"PRKCD","EB2"
"PRKCD","EBC1"
"PRKCD","ECC10"
"PRKCD","ECC12"
"PRKCD","ECGI10"
"PRKCD","EFE184"
