"cell_line","ref","min","3_times","5_times","25_times","50_times","100_times","250_times"
"NCIH596","0.01","98","96","95","88","88","83","77"
"NCIH630","0.05","74","73","72","66","60","58","51"
"NCIH64","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH647","0.00989863","23","22","22","21","20","20","20"
"NCIH650","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH661","0.00262309","122","121","117","112","109","107","101"
"NCIH69","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH716","0.05","77","76","75","71","67","61","60"
"NCIH719","0.03","77","73","73","68","63","59","55"
"NCIH720","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH727","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH747","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH748","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH810","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCIH82","0.01","129","126","121","118","117","112","107"
"NCIH838","0.01","37","35","34","31","30","28","24"
"NCIH889","0.04","76","72","72","69","67","64","62"
"NCIN87","0.00628035","128","123","120","112","110","106","104"
"NCISNU1","0.00","NA","NA","NA","NA","NA","NA","NA"
"NCISNU16","0.01","77","73","71","68","67","64","61"
"NCISNU5","0.01","125","121","118","109","106","100","92"
"NCO2","0.00254261","24","22","22","21","18","15","14"
"NEC8","0.00","NA","NA","NA","NA","NA","NA","NA"
"NH12","0.00","NA","NA","NA","NA","NA","NA","NA"
"NIHOVCAR3","0.00432114","24","23","23","22","22","20","20"
"NKM1","0.00","NA","NA","NA","NA","NA","NA","NA"
"NMCG1","0.00","NA","NA","NA","NA","NA","NA","NA"
"no10","0.00","NA","NA","NA","NA","NA","NA","NA"
"no11","0.00","NA","NA","NA","NA","NA","NA","NA"
"NOMO1","0.00","NA","NA","NA","NA","NA","NA","NA"
"NOS1","0.00","NA","NA","NA","NA","NA","NA","NA"
"NTERASclD1","0.00","NA","NA","NA","NA","NA","NA","NA"
"NUGC3","0.00","NA","NA","NA","NA","NA","NA","NA"
"NUGC4","0.00330415","23","21","20","18","17","15","13"
"NY","0.00","NA","NA","NA","NA","NA","NA","NA"
"OAW28","0.01","98","94","93","88","84","82","74"
"OAW42","0.00","NA","NA","NA","NA","NA","NA","NA"
"OC314","0.00","NA","NA","NA","NA","NA","NA","NA"
"OC315","0.00782240","24","23","23","21","19","19","19"
"OC316","0.00991278","24","23","23","21","19","19","19"
"OCIAML2","0.00","NA","NA","NA","NA","NA","NA","NA"
"OCIAML5","0.01138604","24","23","22","20","19","17","12"
"OCILY10","0.00254261","21","20","20","19","19","19","19"
"OCUBM","0.00","NA","NA","NA","NA","NA","NA","NA"
"OCUM1","0.00833682","24","21","21","18","17","17","17"
"OE19","0.00","NA","NA","NA","NA","NA","NA","NA"
"OE21","0.05517984","24","22","21","14","10","7","0"
"OE33","0.00254261","122","121","119","111","110","106","100"
"OMC1","0.00","NA","NA","NA","NA","NA","NA","NA"
"ONCODG1","0.01023573","24","23","23","21","21","19","17"
"ONS76","0.00","NA","NA","NA","NA","NA","NA","NA"
"OPM2","0.00","NA","NA","NA","NA","NA","NA","NA"
"OSRC2","0.00","NA","NA","NA","NA","NA","NA","NA"
"OV90","0.01105308","24","20","20","17","17","17","15"
"OVCAR3","0.00","NA","NA","NA","NA","NA","NA","NA"
"OVCAR4","0.00","NA","NA","NA","NA","NA","NA","NA"
"OVCAR5","0.00","NA","NA","NA","NA","NA","NA","NA"
"OVCAR8","0.00","NA","NA","NA","NA","NA","NA","NA"
"OVMANA","0.16673679","24","22","22","18","0","0","0"
"OVSAHO","0.20274968","24","23","23","20","0","0","0"
"OVTOKO","0.14805181","22","19","19","16","16","0","0"
"P12ICHIKAWA","0.00","NA","NA","NA","NA","NA","NA","NA"
"P30OHK","0.00","NA","NA","NA","NA","NA","NA","NA"
"P31FUJ","0.00950259","101","98","98","95","94","92","88"
"P3HR1","0.01010388","23","22","22","21","20","20","19"
"PA1","0.00","NA","NA","NA","NA","NA","NA","NA"
"PANC0203","0.01645393","24","22","21","19","18","17","13"
"PANC0327","0.00","NA","NA","NA","NA","NA","NA","NA"
"PANC0403","0.01026360","24","23","22","21","19","16","16"
"PANC0813","0.01","98","94","93","87","86","81","74"
"PANC1005","0.00","NA","NA","NA","NA","NA","NA","NA"
"PATU8902","0.09386328","20","19","19","17","15","0","0"
"PC14","0.00","NA","NA","NA","NA","NA","NA","NA"
"PC3","0.01","122","114","113","110","107","102","96"
"PF382","0.00","NA","NA","NA","NA","NA","NA","NA"
"PFEIFFER","0.02026636","23","22","22","18","18","16","12"
"PFSK1","0.00","NA","NA","NA","NA","NA","NA","NA"
"PK1","0.00877331","24","23","23","21","20","20","17"
"PK45H","0.01586005","24","22","22","19","19","18","16"
"PK59","0.01816970","24","23","23","21","20","18","16"
"PL45","0.00379505","24","23","23","21","21","20","18"
"PLCPRF5","0.01176205","61","60","59","54","53","49","48"
"PSN1","0.00","NA","NA","NA","NA","NA","NA","NA"
"QGP1","0.00254261","20","19","19","18","16","15","15"
"QIMRWIL","0.00","NA","NA","NA","NA","NA","NA","NA"
"Raji","0.00","NA","NA","NA","NA","NA","NA","NA"
"RAJI","0.01062292","23","22","22","20","20","20","20"
"Ramos2G64C10","0.00","NA","NA","NA","NA","NA","NA","NA"
"RCC10RGB","0.00","NA","NA","NA","NA","NA","NA","NA"
"RCM1","0.02","98","94","94","89","83","75","66"
"RD","0.00","NA","NA","NA","NA","NA","NA","NA"
"REH","0.00","NA","NA","NA","NA","NA","NA","NA"
"RERFGC1B","0.02297571","23","21","21","20","20","16","15"
"RERFLCAI","0.00310838","24","23","23","22","21","20","19"
"RERFLCMS","0.00","NA","NA","NA","NA","NA","NA","NA"
"RH1","0.00","NA","NA","NA","NA","NA","NA","NA"
"RH18","0.04","61","58","58","56","53","48","42"
"RKN","0.01947645","24","23","23","19","17","17","17"
"RKO","0.00","NA","NA","NA","NA","NA","NA","NA"
"RL","0.09","77","76","74","69","68","66","59"
"RL952","0.00","NA","NA","NA","NA","NA","NA","NA"
"RMGI","0.00","NA","NA","NA","NA","NA","NA","NA"
"RO82W1","0.01","98","95","94","93","89","86","79"
"RPMI2650","0.00","NA","NA","NA","NA","NA","NA","NA"
"RPMI6666","0.00","NA","NA","NA","NA","NA","NA","NA"
"RPMI7951","0.00","NA","NA","NA","NA","NA","NA","NA"
"RPMI8226","0.00","NA","NA","NA","NA","NA","NA","NA"
"RPMI8402","0.00","NA","NA","NA","NA","NA","NA","NA"
"RPMI8866","0.00","NA","NA","NA","NA","NA","NA","NA"
"RS411","0.00","NA","NA","NA","NA","NA","NA","NA"
"RT112","0.00","NA","NA","NA","NA","NA","NA","NA"
"RT4","0.00","NA","NA","NA","NA","NA","NA","NA"
"RVH421","0.00","NA","NA","NA","NA","NA","NA","NA"
"RXF393","0.00","NA","NA","NA","NA","NA","NA","NA"
"S117","0.00","NA","NA","NA","NA","NA","NA","NA"
"Saos2","0.00","NA","NA","NA","NA","NA","NA","NA"
"SAOS2","0.00875096","24","23","23","19","19","19","18"
"SAS","0.00","NA","NA","NA","NA","NA","NA","NA"
"SBC1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SBC5","0.00","NA","NA","NA","NA","NA","NA","NA"
"SCABER","0.00254261","24","23","23","22","21","20","20"
"SCC15","0.00","NA","NA","NA","NA","NA","NA","NA"
"SCC25","0.00","NA","NA","NA","NA","NA","NA","NA"
"SCC3","0.00","NA","NA","NA","NA","NA","NA","NA"
"SCC4","0.00","NA","NA","NA","NA","NA","NA","NA"
"SCC9","0.00","NA","NA","NA","NA","NA","NA","NA"
"SCH","0.01","132","131","130","126","121","118","112"
"SCLC21H","0.00","NA","NA","NA","NA","NA","NA","NA"
"SF126","0.00","NA","NA","NA","NA","NA","NA","NA"
"SF268","0.00","NA","NA","NA","NA","NA","NA","NA"
"SF295","0.00","NA","NA","NA","NA","NA","NA","NA"
"SF539","0.00","NA","NA","NA","NA","NA","NA","NA"
"SF8657","0.02704752","24","23","21","20","20","20","16"
"SH10TC","0.01959409","24","23","23","21","21","20","19"
"SH4","0.00","NA","NA","NA","NA","NA","NA","NA"
"SHP77","0.01","162","161","160","153","148","143","136"
"SIGM5","0.00","NA","NA","NA","NA","NA","NA","NA"
"SiHa","0.00","NA","NA","NA","NA","NA","NA","NA"
"SIMA","0.00254261","110","109","109","103","102","100","95"
"SJRH30","0.00764950","111","108","106","97","92","88","84"
"SJSA1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKBR3","0.01106446","24","22","21","18","18","18","18"
"SKCO1","0.01","60","57","56","48","46","41","39"
"SKES1","0.00254261","24","23","23","20","19","19","18"
"SKGIIIa","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKHEP1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKLMS1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKLU1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKM1","0.04","40","39","39","39","39","37","33"
"SKMEL1","0.04","129","125","125","117","109","104","95"
"SKMEL2","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKMEL24","0.03","117","112","109","99","91","86","73"
"SKMEL28","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKMEL3","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKMEL30","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKMEL31","0.02650133","24","22","22","22","22","21","16"
"SKMEL5","0.01343916","33","31","31","27","24","24","24"
"SKMES1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKMG1","2.58","9","8","8","3","2","0","0"
"SKMM2","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKNAS","0.00766750","119","113","112","102","99","95","85"
"SKNBE2","0.00531926","24","23","22","21","20","20","17"
"SKNDZ","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKNEP1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKNFI","0.05223196","158","151","148","134","129","118","95"
"SKNSH","0.02270171","23","21","21","18","17","15","12"
"SKOV3","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKPNDW","0.00","NA","NA","NA","NA","NA","NA","NA"
"SKUT1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SN12C","0.00","NA","NA","NA","NA","NA","NA","NA"
"SNB75","0.00","NA","NA","NA","NA","NA","NA","NA"
"SNGM","0.00","NA","NA","NA","NA","NA","NA","NA"
"SNU1","0.00592259","23","22","22","19","18","18","18"
"SNU16","0.00254261","23","22","22","18","18","17","16"
"SNU182","0.04812422","23","21","21","20","20","20","0"
"SNU387","0.00","NA","NA","NA","NA","NA","NA","NA"
"SNU398","0.04681935","21","19","19","17","15","14","0"
"SNU423","0.00","NA","NA","NA","NA","NA","NA","NA"
"SNU449","0.00","NA","NA","NA","NA","NA","NA","NA"
"SNU475","0.00254261","58","56","56","55","54","53","53"
"SNUC1","0.06","77","74","73","66","61","58","55"
"SNUC2A","0.04794786","23","21","21","20","19","18","0"
"SNUC2B","0.00","NA","NA","NA","NA","NA","NA","NA"
"SQ1","0.02295878","20","18","18","15","15","15","12"
"SR","0.00","NA","NA","NA","NA","NA","NA","NA"
"ST486","0.00","NA","NA","NA","NA","NA","NA","NA"
"SU8686","0.00254261","22","21","21","21","20","19","18"
"SUDHL1","0.01","77","74","74","66","64","55","51"
"SUDHL10","0.00311167","24","23","23","22","20","14","14"
"SUDHL4","0.00450234","24","23","22","20","20","19","17"
"SUDHL6","0.00254261","24","23","22","22","18","18","12"
"SUDHL8","0.00254716","24","23","22","20","19","19","18"
"SUIT2","0.05547817","24","21","20","17","16","12","0"
"SUPM2","0.00254261","24","23","23","21","18","17","17"
"SUPT1","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1088","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1116","0.06","61","60","58","56","54","49","44"
"SW1271","0.01010124","24","23","23","20","19","18","17"
"SW13","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1353","0.01130726","24","23","23","21","21","20","19"
"SW1417","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1463","0.03","98","94","94","86","83","80","77"
"SW1573","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1710","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1783","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW1990","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW403","0.00549298","24","22","21","17","17","17","15"
"SW48","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW480","0.01550377","24","23","22","18","18","18","15"
"SW579","0.01549877","24","23","22","19","19","19","15"
"SW620","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW626","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW684","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW756","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW780","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW837","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW872","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW900","0.01","81","79","77","75","73","73","67"
"SW948","0.02","98","96","94","91","89","89","83"
"SW954","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW962","0.00","NA","NA","NA","NA","NA","NA","NA"
"SW982","0.00","NA","NA","NA","NA","NA","NA","NA"
"T24","0.00","NA","NA","NA","NA","NA","NA","NA"
"T3M10","0.04096874","24","21","21","20","19","16","0"
"T47D","0.00","NA","NA","NA","NA","NA","NA","NA"
"T84","0.00","NA","NA","NA","NA","NA","NA","NA"
"T98G","0.00","NA","NA","NA","NA","NA","NA","NA"
"TALL1","0.01","76","74","74","68","68","68","64"
"TC71","0.00424515","24","23","23","22","20","20","20"
"TCCSUP","0.00","NA","NA","NA","NA","NA","NA","NA"
"TCYIK","0.78","7","6","6","5","4","3","3"
"TE1","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE10","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE11","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE12","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE15","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE441T","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE5","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE6","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE617T","0.00305399","24","23","23","21","19","18","17"
"TE8","0.00","NA","NA","NA","NA","NA","NA","NA"
"TE9","0.00","NA","NA","NA","NA","NA","NA","NA"
"TEN","0.03627276","24","23","22","21","21","19","0"
"TGBC11TKB","0.00","NA","NA","NA","NA","NA","NA","NA"
"TGBC1TKB","0.00","NA","NA","NA","NA","NA","NA","NA"
"TGBC24TKB","0.00","NA","NA","NA","NA","NA","NA","NA"
"TGW","0.00","NA","NA","NA","NA","NA","NA","NA"
"THP1","0.01","77","74","74","72","71","66","65"
"TI73","0.00","NA","NA","NA","NA","NA","NA","NA"
"TK10","0.00","NA","NA","NA","NA","NA","NA","NA"
"TOLEDO","0.04572785","23","21","21","20","19","19","0"
"TOV112D","0.00524993","24","23","23","21","20","19","19"
"TOV21G","0.00394157","24","23","22","21","20","18","18"
"TT","0.01","37","36","36","35","35","35","33"
"TT2609C02","0.02356661","24","22","20","17","17","14","11"
"TUR","0.00","NA","NA","NA","NA","NA","NA","NA"
"TYKnu","0.00","NA","NA","NA","NA","NA","NA","NA"
"TYKNU","0.00254261","24","23","23","22","19","19","19"
"U031","0.00","NA","NA","NA","NA","NA","NA","NA"
"U118MG","0.00737692","122","117","115","110","106","103","99"
"U251","0.00","NA","NA","NA","NA","NA","NA","NA"
"U266","0.00","NA","NA","NA","NA","NA","NA","NA"
"U2OS","0.00","NA","NA","NA","NA","NA","NA","NA"
"U698M","0.01","77","75","75","71","67","66","60"
"U87MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"U937","0.00430702","24","23","22","21","20","20","19"
"UACC257","0.00","NA","NA","NA","NA","NA","NA","NA"
"UACC62","0.00","NA","NA","NA","NA","NA","NA","NA"
"UACC812","0.00254261","82","81","81","79","78","76","75"
"UACC893","0.05","94","88","88","78","76","71","67"
"UMC11","0.01","98","96","96","91","88","86","79"
"UMUC3","0.00","NA","NA","NA","NA","NA","NA","NA"
"VAESBJ","0.00","NA","NA","NA","NA","NA","NA","NA"
"VMCUB1","0.00","NA","NA","NA","NA","NA","NA","NA"
"VMRCLCD","0.00254261","23","21","20","20","20","19","17"
"VMRCRCW","0.00828804","24","23","23","23","22","21","18"
"VMRCRCZ","0.00","NA","NA","NA","NA","NA","NA","NA"
"WM115","0.01","119","116","113","106","102","96","91"
"WM1799","0.02054945","24","22","21","18","18","15","15"
"WM2664","0.01056482","21","18","17","15","15","15","13"
"WM793","0.00988328","24","23","23","18","18","17","16"
"WM88","0.00339465","24","22","22","20","19","16","15"
"WM983B","0.00641442","24","22","22","18","18","13","12"
"WSUNHL","0.00","NA","NA","NA","NA","NA","NA","NA"
"YAPC","0.01","98","97","96","92","89","86","83"
"YH13","0.00","NA","NA","NA","NA","NA","NA","NA"
"YKG1","0.00","NA","NA","NA","NA","NA","NA","NA"
"YT","0.01","77","74","74","69","65","64","57"
"ZR751","0.00597560","21","20","20","19","19","17","16"
"ZR7530","0.02818343","84","81","79","73","72","68","67"
